,url,category,title,subtitle,from,published,content,Policy Instrument,Main Classification,Secondary Classification,ID
500,https://www.gov.uk/government/news/tax-credits-customers-will-continue-to-receive-payments-even-if-working-fewer-hours-due-to-covid-19,News story,Tax credits customers will continue to receive payments even if working fewer hours due to COVID-19,People who can't work their normal hours because of coronavirus (COVID-19) will still receive their usual tax credits payments.,HM Revenue & Customs,4 May 2020,"The government has confirmed that people who can’t work their normal hours because of coronavirus (COVID-19) will still receive their usual tax credits payments.

Those working reduced hours due to coronavirus or those being furloughed by their employer will not have their tax credits payments affected if they are still employed or self-employed.

These customers do not need to contact HMRC about this change. We will treat customers as working their normal hours until theJob Retention Schemecloses, even if they are not using the scheme.

We’ll use the information we hold about the number of hours they normally work.

Customers can still report any other changes in income, childcare and hours in the normal way. However, they must tell us if they or their partner lose their job, are made redundant or cease trading.

Customers can continue to claim Working Tax Credit and be treated as though they are working their normal hours, but they should check GOV.UK to see ifadditional or alternative supportis available based on their personal and financial circumstances.",Continued tax credit payments for those unable to work their normal hours due to coronavirus.,Welfare,,id25_500
501,https://www.gov.uk/government/news/minister-explains-reforms-to-policing,News story,Minister explains reforms to policing,Policing and Criminal Justice Minister Nick Herbert has written to officers to set out the government’s agenda for policing.,Home Office and The Rt Hon Lord Herbert of South Downs CBE PC,10 May 2012,"Policing and Criminal Justice Minister Nick Herbert has written to officers across England and Wales ahead of the Police Federation march in London to set out the government’s agenda for policing.

He outlines the government’s support for police officers and sets out plans for the creation of a Police Professional Body to ensure that officers have the right skills and training for the future. He also reminds officers of the work the Government has done to end centralised targets, cut bureaucracy and restore discretion.

On changes to pay and conditions, he states that it is right in principle to reward officers for the job they do and the skills they have rather than time served. But he emphasises that the government will take great care to ensure that police officers are fairly treated.

Mr Herbert said: ‘As a service spending some £14 billion a year it is right for the police to make their contribution to reducing the record budget deficit.

‘Her Majesty’s Inspectorate of Constabulary has set out that forces can make savings of over £1 billion a year while maintaining the service to the public. The two-year pay freeze and better procurement will help to make further savings.

‘Existing police pay and conditions were designed more than 30 years ago which is why we asked Tom Winsor to carry out his independent review based on the principle that pay should reflect an officer’s job, skills and hard work, rather than simply time served. These changes are currently subject to formal negotiations.

‘The pay freeze and pension changes are applying across the public sector, but we will continue to ensure that police officers are rewarded for the exceptional job they do.’

See the full copy of theletter from the Minister: The case for police reform.

Share",Creation of a Police Professional Body,Institutional,Other,id25_501
502,https://www.gov.uk/government/news/harmful-drugs-to-be-banned,News story,Harmful drugs to be banned,The government has taken the next step in the process of banning a number of harmful drugs.,Home Office,19 January 2012,"An order was laid in Parliament this week to seek to make phenazepam a Class C drug, 2-DPMP (found in samples of ‘Ivory Wave’) and its related compounds Class B, and two anabolic steroids - 7-hydroxy DHEA and 7-keto DHEA - Class C.

The decision to progress with banning these drugs came after advice from the government’s independent experts on drug-related issues, the Advisory Council on the Misuse of Drugs.

If approved by Parliament, the classifications are expected to take effect in the Spring.

Minister for Crime Prevention and Antisocial Behaviour Reduction, Lord Henley, said: ‘Drugs ruin lives and cause misery in communities across the country.

‘We are determined to tackle the harms they pose, and prevent substances such as legal highs gaining a foothold in the UK. Controlling these substances sends a clear message to users as well as to those producing and supplying them.’","Classification of phenazepam, 2-DPMP and related compounds as Class C and B drugs.",Legislative,,id25_502
503,https://www.gov.uk/government/news/extension-of-labour-market-restrictions,Press release,Extension of labour market restrictions,"Controls to restrict how Bulgarian and Romanian nationals access the UK labour market will be extended until the end of 2013, Immigration Minister Damian Green announced today.",Home Office and The Rt Hon Damian Green,23 November 2011,"Controls to restrict how Bulgarian and Romanian nationals access the UK labour market will be extended until the end of 2013, Immigration Minister Damian Green announced today.

This means Romanian and Bulgarian (A2) nationals seeking to work in the UK will continue to require permission from the UK border agency before they can work in the UK.

Immigration Minister Damian Green said:

‘Maintaining these controls will make sure migration benefits the UK and does not adversely impact on our labour market. The government is radically reforming the immigration system, and has already announced an annual limit on work visas and tough new rules for students to ensure net migration is reduced from the hundreds of thousands to the tens of thousands.

‘The migration advisory committee has made a clear case for extending the existing restrictions on Bulgarians and Romanians. This government has also made clear that we will always introduce transitional controls on all new EU member states as a matter of course.’The decision supports the government’s commitment to reduce employers’ dependence on migrant workers, particularly for lower skilled jobs. This will help the unemployed to find their way back into work and help the domestic workforce to acquire the skills the economy needs.

A report from the independent migration advisory committee (MAC) looked at the impact on the domestic labour market if the transitional controls were removed. It found that lifting the current restrictions could cause more A2 nationals to come to the UK to work, particularly in lower skilled occupations where there is greater risk of displacement of resident workers and a negative impact on wages.

Permission to work will normally be given only where the worker has a specific job offer and the work is in skilled employment for which the employer has been unable to find a suitably qualified resident worker. There are also quota-based arrangements for lower skilled jobs in the agricultural and food processing sectors which will stay at the same level for 2012 and 2013.

1. The migration advisory committee’s report into A2 (Bulgarian and Romanian) nationals was released on 4 November 2011 and can be found here:http://www.ukba.homeoffice.gov.uk/sitecontent/documents/aboutus/workingwithus/mac/-restrictions-worker1/

2. Migration should deliver economic benefit to the UK. Transitional restrictions have been in force since 1 January 2007. They restrict Bulgarian and Romanian nationals to employment that is either skilled or is in sectors where there continues to be a shortage of labour.

3. Workers from Romania and Bulgaria may also take part in the seasonal agricultural workers scheme (SAWS). The annual quota for SAWS will continue at 21,250 places for 2012 and 2013 and the annual quota for the sectors based scheme (SBS) will continue at 3,500 places for 2012 and 2013.

4. The extension of the restrictions does not affect the position of those who have already been authorised to take employment in the UK.

5. Under European law the current restrictions cannot continue beyond the end of 2013 and will therefore be lifted at that point.

6. For all the latest Home Office news, photos and video visit the media centre:www.homeoffice.gov.uk/media-centreFollow the Home Office on Twitter athttp://twitter.com/ukhomeofice

7. For more information please contact the Home Office press office on 020 7035 3535",Extension of restrictions on Bulgarian and Romanian nationals accessing the UK labour market,Legislative,Administrative,id25_503
504,https://www.gov.uk/government/news/mythbusting-sharing-evidence-in-eu-crime-cases,News story,Mythbusting: Sharing evidence in EU crime cases,New 'streamlining' rules will make the process of exchanging evidence in criminal cases more straightforward for countries in the European Union. There are a lot of myths about what this means to the UK. Find out the truth here.,Home Office and The Rt Hon Theresa May,27 July 2010,"The European Investigation Order (EIO) is designed to cut bureaucracy and reduce delays by creating a standardised request form for all EU countries to use.

States will also now have to meet deadlines when providing evidence of crimes to other EU countries. This is in order to prevent delays to criminal prosecutions.

Home Secretary Theresa May said, ‘The European Investigation Order will prove to be an invaluable tool in the fight against transnational, international and serious organised crime. We believe - as do prosecutors and the police - that the European Investigation Order will greatly benefit the UK criminal justice system, without compromising civil liberties.’

There’s a lot of conflicting information about the EIO in the media. Here are some myths you might come across, and the facts.

Myth: EU countries could instruct UK police

Truth: UK officers will maintain their operational independence.

Myth: Foreign police will have access to individual records, for example on the national DNA database and bank records

Truth: Foreign authorities will not be able to access such databases directly. To access personal information through our police there must be an obvious link between the person and the alleged crime. Any processing of personal data, such as DNA, would have to be in accordance with our Data Protection Act and the European Convention on Human Rights, and must be both justified and proportionate.

Myth: Foreign authorities will be able to demand the ID of every British citizen who flew to the country in the month an offence took place

Truth: To access personal information through our police there must be an obvious link between a person and any alleged crime. Any processing of personal data, such as DNA, would have to be done in accordance with our Data Protection Act and the European Convention on Human Rights, and must be both justified and proportionate

Myth: foreign officials will be able to travel to the UK and immediately assume the powers of UK police

Truth: Foreign police would have no law enforcement powers in the UK. The EIO will only allow foreign police forces to request that their officers are present during the execution of an EIO by UK officers in order to ensure that any evidence gathered would be admissible in their justice systems.  This would represent no change from the current system.

Myth: The police would be obliged to conduct a search for evidence of crimes that aren’t actually crimes in this country

Truth: The UK would be able to refuse a search request where the crime isn’t recognised as a crime here. This is the same position as under the current system.

Myth: This will place unreasonable demands on police

Truth: The EIO is a simpler instrument than the existing arrangements (which are known as Mutual Legal Assistance). It will reduce confusion and delays by introducing one single mechanism and a standardised request form.",European Investigation Order (EIO),Administrative,Legislative,id25_504
505,https://www.gov.uk/government/news/top-for-customer-service,News story,Top for customer service,The Identity & Passport Service (IPS) – an agency of the Home Office – has been rated as the top public sector organisation by customers.,Home Office,13 August 2010,"Carried out every six months, the UK customer services index is based on responses from 26,000 members of the public.

IPS beat public sector bodies such as Royal Mail/Parcelforce, DVLA, NHS and the Post Office to take top spot.

Its rating was also higher than big name private sector organisations such as Lloyds TSB, Sky, Vodafone and EDF Energy.

Sarah Rapson, IPS chief executive, said: ‘This is a great confidence boost and confirms yet again that we have strong foundations in place to deliver the exemplary service we provide to our customers.’",UK customer services index,Informational,,id25_505
506,https://www.gov.uk/government/news/police-and-crime-commissioner-candidate-website-goes-live--2,Press release,Police and crime commissioner candidate website goes live,Candidates hoping to be elected as the country’s first ever PCCs will make their case to the public from Friday 26 October.,Home Office and The Rt Hon Theresa May,24 October 2012,"In just three weeks time the country will go to the polls to elect their PCC, giving people a direct say in how their streets are policed and how crime is tackled in their area.

Voters will be able to find out all they need to know about each and every potential PCC when thewww.choosemypcc.org.ukwebsite is updated with each candidate’s vision for policing in their local area on Friday.

Prime Minister David Cameron said:

‘My message for these elections is clear. If you want more tough policing, you can get it.

‘If you want police officers who are on the beat, on your street, cracking down on anti-social behaviour, focusing on the things you care about, then don’t just talk about it - get out on 15 November and vote.’

Almost 200 candidates have put themselves forward and will be on the campaign trail in the coming weeks, urging people to vote and have their say.Home secretary Theresa May said:

‘The government’s police reforms are working - forces are delivering more for less, the frontline is being protected and crime is falling.

‘Police and crime commissioners are the next instalment of those reforms. They will put you, the public, back at the heart of our drive to cut crime, giving you a real say in how your local area is policed.

‘They will listen to you and hold chief constables to account on your behalf. Their decisions over the next four years will matter. And if they don’t do a good enough job you can kick them out at the next election.’

PCCs will make forces truly accountable to the communities they serve, ensuring that resources are properly targeted to where they are needed and giving the public a greater say in measures to reduce crime and improve community safety.

They will:

Currently visitors towww.choosemypcc.org.ukcan register to receive an email notification when information for their candidates goes live. On Friday 26 October the website will be updated with details of each and every candidate.

1. To receive information about candidates by post, voters can order online or call 0800 107 0708.

2. For more information contact Simon Barrett in the home office press office on 020 7035 3848, emailsimon.barrett2@homeoffice.gsi.gov.uk, or call the newsdesk on 020 7035 3535.",Website updates and information dissemination (www.choosemypcc.org.uk),Informational,Other,id25_506
507,https://www.gov.uk/government/news/ofsted-chief-inspector-calls-for-rapid-improvement-in-literacy,Press release,Ofsted Chief Inspector calls for rapid improvement in literacy,"Her Majesty’s Chief Inspector, Sir Michael Wilshaw, issues a national challenge to drive up stalled standards of literacy and English.",Ofsted,15 March 2012,"Addressing a group of outstanding teachers and literacy experts in London he will recognise the improvements that have been made, but say national progress on literacy has stalled and the country is being overtaken by other leading nations.

Sir Michael will say that one in five children do not achieve the expected literacy levels by the end of primary school – 100,000 pupils last year alone – rising to one in three pupils from disadvantaged backgrounds. One in seven adults, as many as five million people, lack basic literacy skills.

The problem is evidenced by an Ofsted report launched today,Moving English Forwardwhich has found that while in many schools English teaching is effective and pupils make good progress, standards in English are not high enough and, since 2008, there has been no overall improvement in primary pupils’ learning.

Speaking at Thomas Jones School, Ladbroke Grove, Sir Michael is expected to say:

There can be no more important subject than English. It is at the heart of our culture and literacy skills are crucial to pupils’ learning for all subjects. Yet too many pupils fall behind in their literacy early on. In most cases, if they can’t read securely at seven they struggle to catch up as they progress through their school careers. As a result, too many young adults lack the functional skills to make their way in the modern world. We are no longer a leading country in terms of our literacy performance: others are doing better.

We don’t need more research or more headline-grabbing initiatives which can’t be sustained. Good leadership is the key to good literacy in schools. Above all, this means being passionate about high standards of literacy for every single pupil, and creating a no-excuses culture both for pupils and for staff.

I am confident we can get to grips with this issue. I am determined that Ofsted will focus more sharply on literacy in our inspections, and I am proposing ten specific steps to raise national standards in literacy.

Sir Michael will emphasise that strong leadership is the key to good literacy in school. This means investing in and leading the professional development of staff in the systematic teaching of phonics; carefully tracking every pupil’s progress in literacy, especially at transition between the Key Stages; and structured intervention when pupils start to fall behind.

He will note that even achieving the current benchmark at the end of primary school is no guarantee of success. Last year 45% of pupils who achieved the lower end of level 4 at age 11 did not achieve a Grade C in their GCSE English.

Therefore the ten steps to raise literacy standards includes the recommendation that the government considers whether the end of primary school target of Level 4 is sufficiently high to provide an adequate foundation for success at secondary school.

Schools should report to parents on their child’s reading age alongside information on national curriculum levels. From September, Ofsted will prioritise for inspection schools with the lowest achievement levels in literacy.

Ofsted will reinforce and further embed its present inspection practice of hearing children read. Schools’ assessment systems will be inspected to ensure that careful monitoring and effective intervention take place.

In colleges and work-based learning, Ofsted will give even greater emphasis to the inspection of literacy skills, as part of the inspection of programmes of study.

Ofsted will sharpen its focus on phonics in routine inspections of all initial teacher education provision – primary, secondary and further education. It is unlikely that any provider of primary initial teacher education will be judged outstanding unless the quality of its phonics training is also outstanding.

In addition to routine inspections, Ofsted will also start a series of unannounced inspections focused solely on the training of phonics teaching in providers of primary initial teacher education, which could trigger a full inspection.

Ofsted will publish a detailed survey of what works best in secondary schools to improve literacy across the curriculum.

Welcoming Ofsted’s English report at the literacy round table event today, the Director of the National Literacy Trust, Jonathan Douglas, said:

‘Addressing the barriers to raising literacy standards must be a top priority for schools, communities and employers. A focus on reading, writing, speaking and listening is essential across all subjects and we support the Chief Inspector in his call to renew a national drive for higher standards and greater engagement with parents.’

The report‘Moving English forward: Action to raise standards in English’, based on visits to over 250 schools, can be found online.

The Office for Standards in Education, Children’s Services and Skills (Ofsted) regulates and inspects to achieve excellence in the care of children and young people, and in education and skills for learners of all ages. It regulates and inspects childcare and children’s social care, and inspects the Children and Family Court Advisory Support Service (Cafcass), schools, colleges, initial teacher training, work-based learning and skills training, adult and community learning, and education and training in prisons and other secure establishments. It assesses council children’s services, and inspects services for looked after children, safeguarding and child protection.

Media enquiries

Clive House70 Petty FranceLondonSW1H 9EX

Emailpressenquiries@ofsted.gov.uk

Monday to Friday, 8:30am to 6pm  0300 013 0415

Out of hours duty press officer  07919 057 359",Ten specific steps to raise national standards in literacy,Legislative,,id25_507
508,https://www.gov.uk/government/news/government-outlines-new-action-to-tackle-radicalisation?utm_medium=email&utm_campaign=govuk-notifications-topic&utm_source=4edc5af3-1146-4978-85c9-6d2b2fb80cd8&utm_content=immediately,News story,Government outlines new action to tackle radicalisation,The Home Secretary has announced a package of measures to better protect the public and young people from youth radicalisation.,"Home Office, Dan Jarvis MBE MP and The Rt Hon Yvette Cooper MP",17 December 2024,"The public and young people will be better protected from the growing issue of youth radicalisation through new enforcement tools, extra police funding and improvements to Prevent – the UK’s programme which diverts people away from radicalisation, the Home Secretary has announced.

In recognition of the increasingly complex national security environment – including the threat from terrorism – the government is increasing funding for counter-terror police by £140 million next year, and for the UK intelligence community by £499 million, taking their funding to a record level.

With the proportion of young people in counter-terrorism casework increasing, the government will also bolster the tools available to tackle terrorist risk in these cases with the creation of new youth diversion orders.

Unlike existing counter-terrorism risk management tools, youth diversion orders will be specifically designed for young people to better manage cases which require intervention beyond Prevent. They will reduce the risk of further involvement with the criminal justice system – a key aim of the government’s Safer Streets Mission and the Plan for Change – by enabling the police to intervene earlier, working with partner agencies, before a young person’s activity risks escalating to the level at which a prosecution becomes necessary.

Youth diversion orders build upon a recommendation from the Independent Reviewer of Terrorism Legislation, Jonathan Hall KC. The measures that are imposed will be subject to judicial oversight and will allow the police to impose both risk management and rehabilitative conditions, such as Prevent interventions or restrictions to online activity. Youth diversion orders will better enable the counter-terrorism system to divert young people involved in activity of terrorism concern online and in our communities.

Home Secretary, Yvette Cooper, said:

National security is one of the government’s foundations and fundamental to our Plan for Change, which is why we are putting in record levels of funding to our security partners.

For some time now, law enforcement and intelligence agencies have been warning about the rapid increase in youth radicalisation, driven in large part by online activity. Today we are setting out new powers to tackle this and making major improvements to the Prevent programme to recognise the complex range of threats we face.

I am determined that we bring in the changes needed to move young people away from these dangerous ideologies and make the whole system more effective.

While Islamist terrorism remains the primary threat, followed by extreme right-wing terrorism, the overall threat picture is changing to include a growing cohort of young people radicalised online who do not align with any particular ideology and instead have fixations with violence. Recent Prevent statistics showed most referrals were for individuals with a vulnerability but no ideology or counter-terrorism risk.

To address this, the Home Secretary also outlined reforms to strengthen Prevent, the UK’s programme which diverts people away from radicalisation.

These will ensure that the programme keeps pace with the increasingly complex and evolving terrorist threat, stopping people from being drawn towards dangerous and extremist ideologies, carrying out acts of terrorism or supporting terrorism. The measures include:

A new permanent independent Prevent commissioner will also be recruited with the specific remit of reviewing the programme’s effectiveness, identifying gaps and problems before they emerge.

The independent commissioner will oversee the implementation of the new measures outlined by the Home Secretary.

Security Minister, Dan Jarvis said:

There has been a serious emerging trend of increased youth radicalisation across the country, with the proportion of MI5 investigations into under-18s surging threefold in the last 3 years.

Our first duty will always be to keep the public safe, and the measures we’ve set out today will help ensure the Prevent programme keeps pace with the threats we face and has the tools it needs to succeed.

The government will continue to take every possible step to counter dangerous ideologies and stop people from becoming terrorists or supporting terrorism.",Creation of new youth diversion orders and reforms to the Prevent programme,Legislative,Administrative,id25_508
509,https://www.gov.uk/government/news/300-million-investment-to-support-growth-and-jobs-in-uk-science,Press release,£300 million investment to support growth and jobs in UK science,Cutting-edge science projects will benefit from a £300 million boost as part the government’s long term economic plan.,"Department for Business, Innovation & Skills, UK Space Agency and The Rt Hon Lord David Willetts",11 March 2014,"This will create £150 million for the economy every single year after Science Minister sets out ambition for British science to be best in world.

Cutting-edge science projects to drive innovation, growth and create jobs in the UK’s high performing science sector, will benefit from a £300 million boost as part the government’s long term economic plan, Science Minister David Willetts will announce today (11 March 2014).

Ahead of a speech at Jodrell Bank Observatory, the home of radio astronomy, David Willetts said:

Investment in science is a crucial part of this government’s long-term economic plan. It’s about investing in our future, helping grow new industries and create more jobs – and that will mean more financial security for people across the country.

Speaking to an audience of scientists, apprentices and school children, the minister will confirm the following new investments:

These investments will see British scientists and businesses working together on some of the most exciting scientific projects of the future.

The UK is 1 of the most productive science nations in the world - with only 1% of the world’s population we publish 16% of the world’s top quality research.

And every £1 spent on research generates 50p for the wider economy every single year after.

Today’s (11 March 2014) announcements also build on the £270 million investment in quantum technologies announced by the Chancellor in his Autumn Statement last year (2013).

Quantum technologies create entirely new ways of communicating, measuring and processing information that are beyond the capability of existing systems. They already deliver satellite navigation, data storage and encryption – the industries of the future will be built on these capabilities and Britain will be at the forefront.

Paul Nurse, President of the Royal Society said:

International collaboration is central to scientific progress and is essential if we are to deliver projects on the scale of the Square Kilometre Array, the European Spallation Source and the M3 Space Mission.

Many scientific projects can only be pursued through such large scale collaboration and it is great that the government has decided that the UK will play its full part. Investment in these projects is also an investment in British innovation and in the creation of sustainable economic growth built on our world leading science.

British companies are already benefitting from the UK’s role as a global leader in science and innovation, and especially participation in the European Space Agency (ESA) Space Science programme. Astrium UK were awarded a contract in 2012 to lead the Solar Orbiter mission to study the Sun, and to build the spacecraft. UK participation in the nextESAspace mission will further increase the number of space sector jobs and bring wider economic benefits to the UK economy.

Innovative British firms, like Airbus, also have a real opportunity to play a role in providing the technological and manufacturing processes to meet demands of these cutting edge projects, directly generating economic growth and securing several hundred jobs.

UK science is quite literally reaching for the stars and opening up galaxies of opportunity for British firms by investing in these projects.

Professor Paul Hardaker, Chief Executive of the Institute of Physics, said:

We’re delighted to see this clear commitment to our international partners to invest alongside them in these world-leading scientific activities. The facilities being developed not only push forward our scientific understanding but will also deliver results that can have an impact on our everyday lives. It is involvement in these sorts of projects that will keep the UK at the forefront of global science.

President of the Royal Society of Chemistry, Professor Lesley Yellowlees said;

We welcome the investment in scientific infrastructure announced today (11 March 2014) by the government and the access to world class facilities and equipment this will give to researchers in the UK.

The global and UK economies and the well-being of nations and individuals are dependent on the chemical sciences. If we are to resolve global challenges - from developing and securing sustainable energy supplies to tackling antibiotic resistance and understanding and ameliorating climate change – then long-term investment in our world-leading scientific base is essential.

This is a welcome step in the right direction and we look forward to the forthcoming long-term strategy for science and innovation which the government will publish later this year (2014).

David Southwood, President of the Royal Astronomical Society said:

Everyone can appreciate the primary goal: PLATO is about establishing where our Earth and Sun sit in the scheme of the universe as a whole. The mission is not just a big step for space astronomers but what it sees will be used to exploit ground based telescopes as well. The whole astronomy community has something to gain.

For more detailed information on The European Spallation Source and the Square Kilometre Array please contact the Science and Technology Facilities Council. Contact – Jake Gilmore, Media Manager,STFC,jake.gilmore@stfc.ac.ukTel: 01793 442092.

For more information on the M3 PLATO mission please contact the UK Space Agency. Contact - Matt Goodman,UKSA,matt.goodman@ukspaceagency.bis.gsi.gov.ukTel: 01793 418085 / 07766 780926

An infographic highlighting how the UK punches above its weight in global science is available to view here-http://www.flickr.com/photos/bisgovuk/13059061204.

Subject to the completion of international negotiations, the UK will invest around £100 million in the Square Kilometre Array and around 10% to the construction costs of the European Spallation Source, about £165 million up to 2020 to 2021.

Science and innovation are proven to be key drivers of economic growth and jobs in the UK, with economists estimating that 70% of economic growth in the long term will come from innovation. It’s evident that firms who are innovative and persistently invest in research and development are more profitable, more likely to export and less likely to fail.

Government has protected the £4.6 billion science ring fenced budget and now have sustained capital investment in science guaranteed at £1.1 billion a year, year after year to 2020.

The government’s economic policy objective is to achieve ‘strong, sustainable and balanced growth that is more evenly shared across the country and between industries’. It set 4 ambitions in the‘Plan for Growth’, published at Budget 2011:

Work is underway across government to achieve these ambitions, including progress on more than 250 measures as part of the Growth Review. Developing anIndustrial Strategygives new impetus to this work by providing businesses, investors and the public with more clarity about the long-term direction in which the government wants the economy to travel.",Sustained capital investment in science guaranteed at £1.1 billion a year to 2020.,Monetary,,id25_509
510,https://www.gov.uk/government/news/three-new-commissioners-appointed-to-the-historic-england-board,News story,Three new Commissioners appointed to the Historic England Board,"The Secretary of State for Culture, Media and Sport has appointed Ulrike Knox, Jamie Ritblat and Philip Shepherd as Commissioners to the Historic England board.","Department for Culture, Media and Sport, Historic England and The Rt Hon Lisa Nandy MP",11 September 2025,"Ulrike founded Knox McConnell Architects in 2007, a practice which focuses on the conservation and sustainable development of the historic environment. She is the Surveyor of the Fabric for Carlisle Cathedral and Cathedral Architect for Bradford and Manchester Cathedrals and has overseen major projects at other cathedrals, including St Paul’s, Liverpool, and Lichfield. A pioneer in sustainable heritage, she installed the first solar panels on an English Cathedral at Bradford in 2011. Her work also extends to secular Grade I listed sites such as Towneley Hall Museum, Gawthorpe Hall, and Brocklesby Park Estate.

She served as a commissioner for the Cathedrals’ Fabric Commission of England, a member of the Fabric Advisory Committee for Ripon Cathedral, and a specialist advisor to the Diocesan Advisory Committee for Leeds. Ulrike has also been instrumental in distributing grants and awards for organisations such as the Archbishops’ Council, Yorkshire Historic Churches Trust and the Stone Federation of Great Britain. She is a past president of the Ecclesiastical Architects and Surveyors Association, the Bradford Society of Architects and Surveyors and an assessor for the Architects Accredited in Building Conservation register.

Ulrike is also a trustee of Saltaire Village Society and a member of the steering group for the UNESCO World Heritage Site Management Plan for Saltaire.

Jamie is the Founder and Executive Chairman of Delancey, a real estate company renowned for landmark and complex regeneration projects that integrate homes, workplaces and public spaces. Often involving listed buildings and the stewardship of estates in historically significant areas, his work includes transforming the London 2012 Athletes’ Village into East Village, converting the Olympic Press and Broadcast Centre into the award-winning Here East, leading the creation of a new town centre at Elephant & Castle, and chairing The Earls Court Development Company.

Jamie plays a leading role in Delancey’s CSR efforts, with a strong emphasis on the arts, heritage, education, youth, mental health and culture. He was instrumental in Delancey becoming the first corporate sponsor of Historic England’s national Blue Plaques scheme, and has supported English Heritage, the National Portrait Gallery, Historic Royal Palaces and multiple Heritage of London Trust projects.

He is a Trustee of Blenheim Palace, The Bathurst Estate (Cirencester), and the Heritage of London Trust, serves on the advisory boards of Brown Advisory and the V&A Advisory Council, and recently joined the Imperial College Council as Chair of its Real Estate Committee. His previous advisory, board and Trustee positions include Tate Britain, the MCC, The Southbank Centre, Kew Gardens Foundation Board, King’s College London, and Maggie’s Cancer Caring Centres.

Philip is a chartered accountant and a non-executive director for numerous businesses in the culture, hospitality and leisure sectors. He was a Partner at PwC for over 20 years, leading industry practices in the Strategy and Transaction Services divisions, both in the UK and the Middle East. Philip is on the board of XP Factory, a fast-growing business in the experiential leisure sector. He is also on the board and Chair of the audit committee of Chichester Festival Theatre, where he has overseen a successful recovery from the Covid 19 shut down and the opening of the third creative space, The Nest, on the CFT campus.

Lord Neil Mendoza, Chairman of the Historic England Board quotes:

“It is excellent news that Ulrike Knox, Jamie Ritblat and Philip Shepherd have been appointed Commissioners of Historic England by the Secretary of State for Culture, Media and Sport. All three will bring valuable skills and experience to our board in their distinct areas of expertise. My fellow Commissioners and I very much look forward to working with them.”

Ulrike Knox, Jamie Ritblat and Philip Shepherd have been appointed for a term of four years, commencing on 1 September 2025.

Members of the Historic England Board are remunerated £4,133 per annum. These appointments have been made in accordance with the Cabinet Office’sGovernance Code on Public Appointments. The appointments process is regulated by the Commissioner for Public Appointments. Under the Code, any significant political activity undertaken by an appointee in the last five years must be declared. This is defined as including holding office, public speaking, making a recordable donation, or candidature for election.

Ulrike Knox, Jamie Ritblat and Philip Shepherd have declared no political activity.

DCMS has around 400 regulated Public Appointment roles across 42Public Bodiesincluding Arts Council England, Theatres Trust, the National Gallery, UK Sport and the Gambling Commission. We encourage applications from talented individuals from all backgrounds and across the whole of the United Kingdom.  To find out more about Public Appointments or to apply visit theHM Government Public Appointments Website.",Appointments,Institutional,,id25_510
511,https://www.gov.uk/government/news/denmark-and-uk-in-agreement-on-green-economy-joint-statement-by-the-rt-hon-chris-huhne-mp-and-dr-lykke-friis,News story,Denmark and UK in agreement on green economy: joint statement by The Rt Hon Chris Huhne MP and Dr Lykke Friis,"Denmark and the UK are in agreement that our future prosperity depends on stimulating green growth, and getting off the oil hook.

Both our …",Department of Energy & Climate Change and The Rt Hon Chris Huhne,24 February 2011,"Denmark and the UK are in agreement that our future prosperity depends on stimulating green growth, and getting off the oil hook.

Both our countries are working on radical and transformative plans to decarbonise our energy supplies and support new green innovation. And we’re working together on initiatives such as the North Seas Offshore grid and the development of smart grid technology, while our businesses are driving forward ambitious offshore wind development.

The Danish ‘Energy Strategy 2050’ outlines an impressive long-term plan towards realising the Danish government’s goal of achieving independence from coal, oil and natural gas by 2050. Increasing energy efficiency and the use of renewable energy are key to delivering these results.

The UK’s Coalition Government has demonstrated the importance of taking ambitious action at home on low-carbon policies at the same time as setting out a long-term vision for transforming its economy.

Decarbonising further, faster, can keep Europe ahead in the global low carbon race, but the UK and Denmark can’t do that alone. That’s why the EU Commission’s forthcoming 2050 roadmap must kick-start the debate in Europe by offering a cost-effective, credible and ambitious pathway that enables member states to take the decisions that will stimulate low-carbon investment and take Europe beyond the cul-de-sac that’s the current 20% cut target.

Read more about Denmark’s strategy at theDanish Ministry of Climate and Energywebsite.",Denmark’s ‘Energy Strategy 2050’,Legislative,,id25_511
