,source,id,url,parent_url,cc_url,content_truncated,result,result_text
10,df_selected_urls_2024_p1,1336,https://www.gov.uk/government/news/pupil-premium-schools-to-get-even-more-cash-this-year,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474573.20/wet/CC-MAIN-20240225003942-20240225033942-00605.warc.wet.gz,"pupil premium: schools to get even more cash this year - gov.uk
cookies on gov.uk
we use some essent",school meals,"alition government
england’s most disadvantaged pupils are set to benefit from an extra £58 each after the department for education announced this year’s pupil premium will increase to £488.
schools receive the extra cash for every child eligible for free school meals (fsms). the money has been released because fewer-than-expected children have registered for fsms this year.
children’s minister sarah teather said:
the pupil premium will benefit poorer pupils, providing extra money directly for those pupils "
11,df_selected_urls_2024_p1,1379,https://www.gov.uk/government/news/mossbourne-to-open-new-academy-in-hackney,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474573.20/wet/CC-MAIN-20240225003942-20240225033942-00778.warc.wet.gz,"mossbourne to open new academy in hackney - gov.uk
cookies on gov.uk
we use some essential cookies t",free school meals,"d how effective their model is and how well pupils can do.
mossbourne community academy opened in 2004. it was built on the site of hackney downs school, which was closed in 1995 because it was failing. 41 per cent of pupils at mossbourne are eligible for free school meals. in addition 23 per cent have been identified as having special educational needs.
its achievements include:
82 per cent of pupils getting five good gcses including english and maths this year.
ofsted rating it ‘outstanding’ in two consec"
12,df_selected_urls_2024_p1,1379,https://www.gov.uk/government/news/mossbourne-to-open-new-academy-in-hackney,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474573.20/wet/CC-MAIN-20240225003942-20240225033942-00778.warc.wet.gz,"mossbourne to open new academy in hackney - gov.uk
cookies on gov.uk
we use some essential cookies t",school meals," effective their model is and how well pupils can do.
mossbourne community academy opened in 2004. it was built on the site of hackney downs school, which was closed in 1995 because it was failing. 41 per cent of pupils at mossbourne are eligible for free school meals. in addition 23 per cent have been identified as having special educational needs.
its achievements include:
82 per cent of pupils getting five good gcses including english and maths this year.
ofsted rating it ‘outstanding’ in two consecutive"
13,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",free school meals,"nment’s pupil premium will extend to cover 1.77 million disadvantaged children
pupil premium
over half a million additional children will also qualify for the premium as the government has extended its reach to cover any child that has been registered for free school meals (fsm) in the past six years. for 2012-13, the premium will be worth £1.25 billion in total.
children who have been eligible for free school meals at any point in their school career have consistently lower educational attainment than thos"
14,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",school meals,"’s pupil premium will extend to cover 1.77 million disadvantaged children
pupil premium
over half a million additional children will also qualify for the premium as the government has extended its reach to cover any child that has been registered for free school meals (fsm) in the past six years. for 2012-13, the premium will be worth £1.25 billion in total.
children who have been eligible for free school meals at any point in their school career have consistently lower educational attainment than those who"
15,df_selected_urls_2024_p1,1591,https://www.gov.uk/government/news/primary-schools-test-results-released--2,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00844.warc.wet.gz,"primary schools’ test results released - gov.uk
cookies on gov.uk
we use some essential cookies to m",free school meals,"dren’s minister sarah teather said:
we are extending the amount that even more of our children from low-income families will get through the pupil premium. from april next year schools will be allocated an extra £600 a year for every child who has been on free school meals at some point in the last six years to raise their attainment and help them catch up those from wealthier backgrounds.
the chasm between the attainment of rich and poor must be closed - 58 per cent of children on free school meals or in c"
16,df_selected_urls_2024_p1,1591,https://www.gov.uk/government/news/primary-schools-test-results-released--2,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00844.warc.wet.gz,"primary schools’ test results released - gov.uk
cookies on gov.uk
we use some essential cookies to m",school meals,"s minister sarah teather said:
we are extending the amount that even more of our children from low-income families will get through the pupil premium. from april next year schools will be allocated an extra £600 a year for every child who has been on free school meals at some point in the last six years to raise their attainment and help them catch up those from wealthier backgrounds.
the chasm between the attainment of rich and poor must be closed - 58 per cent of children on free school meals or in care a"
17,df_selected_urls_2024_p1,1596,https://www.gov.uk/government/news/twice-as-many-students-now-taking-key-academic-subjects-thanks-to-the-ebacc,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00091.warc.wet.gz,"twice as many students now taking key academic subjects thanks to the ebacc - gov.uk
cookies on gov.",free school meals,"t is the highest proportion since summer 2005 when 60% of pupils took a language gcse.
and the figures show that the ebacc has had an especially positive impact on poorer pupils.
in 2010, just 10% of pupils in schools with a high proportion of children on free school meals were taking a combination of subjects that could have led to the ebacc.
but 41% of pupils in these schools started studying the set of key subjects from this september - a 310% increase.
the rise over the same period in schools with a low"
18,df_selected_urls_2024_p1,1596,https://www.gov.uk/government/news/twice-as-many-students-now-taking-key-academic-subjects-thanks-to-the-ebacc,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00091.warc.wet.gz,"twice as many students now taking key academic subjects thanks to the ebacc - gov.uk
cookies on gov.",school meals,"the highest proportion since summer 2005 when 60% of pupils took a language gcse.
and the figures show that the ebacc has had an especially positive impact on poorer pupils.
in 2010, just 10% of pupils in schools with a high proportion of children on free school meals were taking a combination of subjects that could have led to the ebacc.
but 41% of pupils in these schools started studying the set of key subjects from this september - a 310% increase.
the rise over the same period in schools with a low prop"
19,df_selected_urls_2024_p1,1597,https://www.gov.uk/government/news/schools-sure-start-and-16-to-19-will-be-protected-in-government-savings,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00139.warc.wet.gz,"schools, sure start and 16 to 19 will be protected in government savings - gov.uk
cookies on gov.uk
",sure start,"schools, sure start and 16 to 19 will be protected in government savings - gov.uk
cookies on gov.uk
we use some essential cookies to make this website work.
we’d like to set additional cookies to understand how you use gov.uk, remember your settings and improve gov"
20,df_selected_urls_2024_p1,1598,https://www.gov.uk/government/news/schools-get-more-freedom-to-manage-teacher-performance,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00149.warc.wet.gz,"schools get more freedom to manage teacher performance - gov.uk
cookies on gov.uk
we use some essent",free school meals,"artment’s website.
old ford primary school in tower hamlets, london, focused on teaching and transformed standards in every classroom. the school had suffered from ten years of poor results. a large school by primary standards, the proportion of pupils on free school meals is very high, with a majority speaking english as an additional language. in 2001, ofsted judged the school to have serious weaknesses.
new head teacher amanda philips took a rigorous approach. in her first week amanda, with two senior lo"
21,df_selected_urls_2024_p1,1598,https://www.gov.uk/government/news/schools-get-more-freedom-to-manage-teacher-performance,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00149.warc.wet.gz,"schools get more freedom to manage teacher performance - gov.uk
cookies on gov.uk
we use some essent",school meals,"nt’s website.
old ford primary school in tower hamlets, london, focused on teaching and transformed standards in every classroom. the school had suffered from ten years of poor results. a large school by primary standards, the proportion of pupils on free school meals is very high, with a majority speaking english as an additional language. in 2001, ofsted judged the school to have serious weaknesses.
new head teacher amanda philips took a rigorous approach. in her first week amanda, with two senior local a"
22,df_selected_urls_2024_p1,1606,https://www.gov.uk/government/news/nick-gibb-comments-on-the-english-baccalaureate,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00350.warc.wet.gz,"nick gibb comments on the english baccalaureate - gov.uk
cookies on gov.uk
we use some essential coo",free school meals,"tudy or to rewarding employment. it cannot be right that children from the poorest backgrounds are significantly less likely to have the opportunity to take gcses in these subjects than children from more advantaged areas. just 8% of children eligible for free school meals were entered for the e-bacc subjects next last year compared to 22% overall.
closing the attainment gap between children from wealthier and poorer backgrounds is a key objective of the government and the e-bacc measure plays an important "
23,df_selected_urls_2024_p1,1606,https://www.gov.uk/government/news/nick-gibb-comments-on-the-english-baccalaureate,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00350.warc.wet.gz,"nick gibb comments on the english baccalaureate - gov.uk
cookies on gov.uk
we use some essential coo",school meals,"or to rewarding employment. it cannot be right that children from the poorest backgrounds are significantly less likely to have the opportunity to take gcses in these subjects than children from more advantaged areas. just 8% of children eligible for free school meals were entered for the e-bacc subjects next last year compared to 22% overall.
closing the attainment gap between children from wealthier and poorer backgrounds is a key objective of the government and the e-bacc measure plays an important part "
24,df_selected_urls_2024_p1,1617,https://www.gov.uk/government/news/sen-children-make-big-step-forward-in-english-and-maths-according-to-new-report,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00713.warc.wet.gz,"sen children make big step forward in english and maths according to new report - gov.uk
cookies on ",free school meals,"nships with parents rising from 12 per cent to 48 per cent.
90 per cent of schools have put achievement for all in their school plan, and nearly all said they will continue with regular conversations with parents.
for children with complex needs, those on free school meals (fsm) and those with english as an additional language (eal), progress was good but slower than their peers.
children’s minister sarah teather said:
it’s fantastic to see that achievement for all has had such impressive results. this show"
25,df_selected_urls_2024_p1,1617,https://www.gov.uk/government/news/sen-children-make-big-step-forward-in-english-and-maths-according-to-new-report,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00713.warc.wet.gz,"sen children make big step forward in english and maths according to new report - gov.uk
cookies on ",school meals,"s with parents rising from 12 per cent to 48 per cent.
90 per cent of schools have put achievement for all in their school plan, and nearly all said they will continue with regular conversations with parents.
for children with complex needs, those on free school meals (fsm) and those with english as an additional language (eal), progress was good but slower than their peers.
children’s minister sarah teather said:
it’s fantastic to see that achievement for all has had such impressive results. this shows jus"
26,df_selected_urls_2024_p1,1884,https://www.gov.uk/government/news/pupils-who-fall-behind-in-english-and-maths-to-get-intensive-catch-up-classes,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474676.26/wet/CC-MAIN-20240227121318-20240227151318-00786.warc.wet.gz,"pupils who fall behind in english and maths to get intensive catch-up classes - gov.uk
cookies on go",free school meals,"ce shows that pupils who are behind in english and maths when they start secondary school will struggle to achieve gcses. only 30 per cent of those not achieving level 4 in reading at the end of primary school go on to get 5 a* to c at gcse. for pupils on free school meals this drops to seven per cent.
deputy prime minister, nick clegg, said:
secondary school is a massive step up for pupils when much bigger demands are placed on their abilities. for tens of thousands of children, this is all the more daunti"
27,df_selected_urls_2024_p1,1884,https://www.gov.uk/government/news/pupils-who-fall-behind-in-english-and-maths-to-get-intensive-catch-up-classes,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474676.26/wet/CC-MAIN-20240227121318-20240227151318-00786.warc.wet.gz,"pupils who fall behind in english and maths to get intensive catch-up classes - gov.uk
cookies on go",school meals,"ows that pupils who are behind in english and maths when they start secondary school will struggle to achieve gcses. only 30 per cent of those not achieving level 4 in reading at the end of primary school go on to get 5 a* to c at gcse. for pupils on free school meals this drops to seven per cent.
deputy prime minister, nick clegg, said:
secondary school is a massive step up for pupils when much bigger demands are placed on their abilities. for tens of thousands of children, this is all the more daunting be"
28,df_selected_urls_2024_p2,64,https://www.gov.uk/government/news/budget-and-spending-review-october-2021-what-you-need-to-know,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474690.22/wet/CC-MAIN-20240228012542-20240228042542-00540.warc.wet.gz,"budget and spending review – october 2021: what you need to know - gov.uk
cookies on gov.uk
we use s",family hubs,"o be paid to early years providers to deliver the government’s free childcare hours.
new investment of £302 million to fund new programmes to support parents, provide bespoke breast feeding services and parent-infant mental support, and funding to rollout family hubs across england.
£639 million resource funding per annum by 2024-25 as part of the government’s commitment to end rough sleeping in england, an 85% cash increase compared to 2019-20. this brings total funding to £1.9 billion resource and £109 mi"
29,df_selected_urls_2024_p2,85,https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00034.warc.wet.gz,"cash boost for disadvantaged school children - gov.uk
cookies on gov.uk
we use some essential cookie",free school meals,"nment
england’s most disadvantaged pupils are to benefit from extra cash next year when the pupil premium rises to £900 per pupil - around 50% higher than last year.
schools receive extra cash through the premium for every child registered as eligible for free school meals (fsm) at any point in the past six years and children in care who have been looked after for six months.
schools minister david laws said:
it’s unacceptable that children from disadvantaged backgrounds are less likely to do well in school"
30,df_selected_urls_2024_p2,85,https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00034.warc.wet.gz,"cash boost for disadvantaged school children - gov.uk
cookies on gov.uk
we use some essential cookie",school meals,"
england’s most disadvantaged pupils are to benefit from extra cash next year when the pupil premium rises to £900 per pupil - around 50% higher than last year.
schools receive extra cash through the premium for every child registered as eligible for free school meals (fsm) at any point in the past six years and children in care who have been looked after for six months.
schools minister david laws said:
it’s unacceptable that children from disadvantaged backgrounds are less likely to do well in school than"
31,df_selected_urls_2024_p2,88,https://www.gov.uk/government/news/tackling-the-root-causes-of-poverty-and-disadvantage,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00179.warc.wet.gz,"tackling the root causes of poverty and disadvantage - gov.uk
cookies on gov.uk
we use some essentia",sure start,"k field’s independent report on poverty and life chances, published earlier this month, is a welcome reminder of how important early years childcare and education is to setting a child on the road to success and out of poverty.
that’s why we are reforming sure start services to target the most needy and are extending the offer of 15-hours of free childcare a week to all disadvantaged 2-year-olds. and through the pupil premium schools will be able to support the poorest at every stage of their education.
rel"
32,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",free school meals," take up in the long-term so while a school wanting to run a really big promotion will have to invest to cover the cost, it will pay back a big return. even on a much smaller scale, we know that many schools are keen to help families who don’t qualify for free school meals but might be struggling to find money for lunches every day. we’re particularly keen to test out how these powers can help larger families with the costs of school meals and will also be producing a guide to using the new legislation for "
33,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",school meals,"eal deals for pupils starting a new school to get them into the canteen
special prices for siblings regularly eating school lunches - helping families afford healthy food
cut price meals for a different year group each day to encourage them choose healthy school meals regularly.
children’s minister sarah teather said:
school meals beat takeaways hands down on the quality of food they serve, but up until now they have struggled to compete on price. getting children into the school canteen is vital - the bene"
34,df_selected_urls_2024_p2,103,https://www.gov.uk/government/news/queens-birthday-honours-2010,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00856.warc.wet.gz,"queen's birthday honours 2010 - gov.uk
cookies on gov.uk
we use some essential cookies to make this ",sure start,"cation
kathryn broadhurst headteacher, green lane infants school, leicester. for services to education
thomas canning headteacher, tollgate primary school, newham, london. for services to local and national education
laura coletti manager, violet melchett sure start children's centre, kensington, london. for services to children and families
angela darnell headteacher, egglescliffe high school, stockton-on-tees. for services to education
margaret eva headteacher, bourne community college, west sussex. for s"
35,df_selected_urls_2024_p2,139,https://www.gov.uk/government/news/50-million-to-help-pupils-get-ready-for-secondary-school,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474737.17/wet/CC-MAIN-20240228143955-20240228173955-00149.warc.wet.gz,"£50 million to help pupils get ready for secondary school - gov.uk
cookies on gov.uk
we use some ess",free school meals,"st throughout their time at school.
the new summer schools will allow schools to pick the pupils in danger of falling back and provide them with two weeks of support and catch-up, so that they start secondary school ready to learn.
all pupils eligible for free school meals who are making the transition between primary and secondary school in september 2012 will attract the extra funding. schools will make a judgement on which pupils need extra support in making the transition.
deputy prime minister, nick cl"
36,df_selected_urls_2024_p2,139,https://www.gov.uk/government/news/50-million-to-help-pupils-get-ready-for-secondary-school,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474737.17/wet/CC-MAIN-20240228143955-20240228173955-00149.warc.wet.gz,"£50 million to help pupils get ready for secondary school - gov.uk
cookies on gov.uk
we use some ess",school meals,"roughout their time at school.
the new summer schools will allow schools to pick the pupils in danger of falling back and provide them with two weeks of support and catch-up, so that they start secondary school ready to learn.
all pupils eligible for free school meals who are making the transition between primary and secondary school in september 2012 will attract the extra funding. schools will make a judgement on which pupils need extra support in making the transition.
deputy prime minister, nick clegg, "
37,df_selected_urls_2024_p2,259,https://www.gov.uk/government/news/ex-service-personnel-to-become-mentors-to-young-people,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00132.warc.wet.gz,"ex-service personnel to become mentors to young people - gov.uk
cookies on gov.uk
we use some essent",free school meals,"a sense of purpose.
peter cross, chief executive of skillforce, said:
skillforce is delighted to be asked to expand its work with disadvantaged young people. our programmes effect positive and permanent change in their lives as evidenced by 60 per cent on free school meals going into further education compared with nine per cent nationally. the use of former military mentors enables them to serve their communities following a first career of service to their country.
dr liam fox, secretary of state for defe"
38,df_selected_urls_2024_p2,259,https://www.gov.uk/government/news/ex-service-personnel-to-become-mentors-to-young-people,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00132.warc.wet.gz,"ex-service personnel to become mentors to young people - gov.uk
cookies on gov.uk
we use some essent",school meals,"se of purpose.
peter cross, chief executive of skillforce, said:
skillforce is delighted to be asked to expand its work with disadvantaged young people. our programmes effect positive and permanent change in their lives as evidenced by 60 per cent on free school meals going into further education compared with nine per cent nationally. the use of former military mentors enables them to serve their communities following a first career of service to their country.
dr liam fox, secretary of state for defence s"
39,df_selected_urls_2024_p2,271,https://www.gov.uk/government/news/schools-minister-nick-gibb-responds-to-key-stage-2-attainment-statistics,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00699.warc.wet.gz,"schools minister nick gibb responds to key stage 2 attainment statistics - gov.uk
cookies on gov.uk
",free school meals,"nment
nick gibb has today commented on statistics showing key stage 2 attainment by pupil characteristics.
schools minister nick gibb said:
these figures reveal that our education system is letting down half of all 10- and 11-year-old boys who qualify for free school meals. it is not acceptable that at the end of primary school these children are still not reaching the standard in english and maths they need to flourish at secondary school. after 7 years of primary school, children need to be fluent in thes"
40,df_selected_urls_2024_p2,271,https://www.gov.uk/government/news/schools-minister-nick-gibb-responds-to-key-stage-2-attainment-statistics,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00699.warc.wet.gz,"schools minister nick gibb responds to key stage 2 attainment statistics - gov.uk
cookies on gov.uk
",school meals,"
nick gibb has today commented on statistics showing key stage 2 attainment by pupil characteristics.
schools minister nick gibb said:
these figures reveal that our education system is letting down half of all 10- and 11-year-old boys who qualify for free school meals. it is not acceptable that at the end of primary school these children are still not reaching the standard in english and maths they need to flourish at secondary school. after 7 years of primary school, children need to be fluent in these bas"
